Type_of_Answer;Question_Level;Topic;Subtopic
1;Basic;Linear Algebra;Linear Systems
1;Basic;Linear Algebra;Linear Systems
1;Basic;Linear Algebra;Linear Systems
1;Basic;Linear Algebra;Linear Systems
1;Basic;Linear Algebra;Linear Systems
1;Basic;Linear Algebra;Linear Systems
1;Basic;Linear Algebra;Linear Systems
1;Basic;Linear Algebra;Linear Systems
1;Basic;Linear Algebra;Linear Systems
1;Basic;Linear Algebra;Linear Systems
0;Basic;Linear Algebra;Linear Systems
1;Basic;Linear Algebra;Linear Systems
1;Basic;Linear Algebra;Linear Systems
1;Basic;Linear Algebra;Linear Systems
0;Basic;Linear Algebra;Linear Systems
1;Basic;Linear Algebra;Linear Systems
0;Basic;Linear Algebra;Linear Systems
0;Basic;Linear Algebra;Linear Systems
1;Basic;Linear Algebra;Linear Systems
1;Basic;Linear Algebra;Linear Systems
1;Basic;Linear Algebra;Linear Systems
1;Basic;Linear Algebra;Linear Systems
1;Basic;Linear Algebra;Linear Systems
0;Basic;Linear Algebra;Linear Systems
1;Basic;Linear Algebra;Linear Systems
0;Basic;Optimization;Linear Optimization
1;Basic;Optimization;Linear Optimization
0;Basic;Optimization;Linear Optimization
1;Basic;Optimization;Linear Optimization
1;Basic;Optimization;Linear Optimization
0;Basic;Optimization;Linear Optimization
0;Basic;Optimization;Linear Optimization
0;Basic;Optimization;Linear Optimization
0;Basic;Optimization;Linear Optimization
1;Basic;Optimization;Linear Optimization
0;Basic;Optimization;Nonlinear Optimization
0;Basic;Optimization;Nonlinear Optimization
0;Basic;Optimization;Nonlinear Optimization
0;Basic;Optimization;Nonlinear Optimization
1;Basic;Linear Algebra;Linear Systems
1;Basic;Linear Algebra;Linear Systems
1;Basic;Linear Algebra;Linear Systems
1;Basic;Optimization;Linear Optimization
0;Basic;Optimization;Nonlinear Optimization
0;Basic;Optimization;Nonlinear Optimization
1;Basic;Optimization;Nonlinear Optimization
1;Basic;Optimization;Nonlinear Optimization
0;Basic;Optimization;Nonlinear Optimization
1;Basic;Optimization;Nonlinear Optimization
1;Basic;Optimization;Nonlinear Optimization
0;Basic;Optimization;Linear Optimization
0;Basic;Optimization;Linear Optimization
1;Basic;Real Functions of a single variable;Limits and Continuity
0;Basic;Real Functions of a single variable;Limits and Continuity
0;Basic;Real Functions of a single variable;Limits and Continuity
0;Basic;Real Functions of a single variable;Limits and Continuity
1;Basic;Real Functions of a single variable;Limits and Continuity
1;Basic;Real Functions of a single variable;Limits and Continuity
0;Advanced;Real Functions of a single variable;Limits and Continuity
0;Advanced;Real Functions of a single variable;Limits and Continuity
0;Advanced;Real Functions of a single variable;Limits and Continuity
0;Advanced;Real Functions of a single variable;Limits and Continuity
0;Advanced;Real Functions of a single variable;Limits and Continuity
0;Basic;Differentiation;Partial Differentiation
0;Basic;Differentiation;Partial Differentiation
0;Basic;Differentiation;Partial Differentiation
0;Basic;Differentiation;Partial Differentiation
0;Basic;Differentiation;Partial Differentiation
0;Basic;Differentiation;Partial Differentiation
0;Basic;Differentiation;Partial Differentiation
1;Basic;Differentiation;Partial Differentiation
0;Basic;Differentiation;Partial Differentiation
1;Basic;Differentiation;Partial Differentiation
0;Basic;Differentiation;Partial Differentiation
1;Basic;Differentiation;Partial Differentiation
0;Basic;Differentiation;Partial Differentiation
0;Basic;Differentiation;Partial Differentiation
0;Basic;Differentiation;Partial Differentiation
0;Basic;Differentiation;Partial Differentiation
0;Basic;Differentiation;Partial Differentiation
0;Basic;Differentiation;Partial Differentiation
1;Basic;Differentiation;Partial Differentiation
0;Basic;Differentiation;Partial Differentiation
1;Basic;Differentiation;Partial Differentiation
1;Basic;Differentiation;Partial Differentiation
0;Basic;Differentiation;Partial Differentiation
0;Basic;Differentiation;Partial Differentiation
0;Basic;Differentiation;Partial Differentiation
0;Basic;Differentiation;Partial Differentiation
0;Basic;Differentiation;Partial Differentiation
0;Basic;Differentiation;Partial Differentiation
1;Basic;Differentiation;Partial Differentiation
1;Basic;Differentiation;Partial Differentiation
0;Basic;Differentiation;Partial Differentiation
0;Basic;Differentiation;Partial Differentiation
0;Basic;Differentiation;Partial Differentiation
0;Basic;Differentiation;Partial Differentiation
1;Basic;Differentiation;Partial Differentiation
0;Basic;Differentiation;Partial Differentiation
0;Basic;Differentiation;Partial Differentiation
1;Basic;Differentiation;Partial Differentiation
0;Basic;Differentiation;Partial Differentiation
1;Basic;Differentiation;Partial Differentiation
0;Basic;Optimization;Linear Optimization
0;Basic;Optimization;Linear Optimization
0;Basic;Optimization;Linear Optimization
0;Basic;Optimization;Linear Optimization
0;Basic;Optimization;Linear Optimization
0;Basic;Optimization;Nonlinear Optimization
1;Basic;Optimization;Nonlinear Optimization
0;Basic;Optimization;Nonlinear Optimization
0;Basic;Optimization;Nonlinear Optimization
1;Basic;Optimization;Nonlinear Optimization
0;Basic;Optimization;Nonlinear Optimization
0;Basic;Optimization;Nonlinear Optimization
0;Basic;Optimization;Nonlinear Optimization
1;Basic;Optimization;Nonlinear Optimization
1;Basic;Optimization;Nonlinear Optimization
0;Basic;Optimization;Nonlinear Optimization
1;Basic;Optimization;Nonlinear Optimization
1;Basic;Optimization;Nonlinear Optimization
0;Basic;Optimization;Linear Optimization
0;Basic;Optimization;Linear Optimization
0;Basic;Optimization;Nonlinear Optimization
1;Basic;Optimization;Nonlinear Optimization
0;Basic;Optimization;Nonlinear Optimization
0;Basic;Optimization;Nonlinear Optimization
0;Basic;Optimization;Nonlinear Optimization
0;Basic;Optimization;Nonlinear Optimization
0;Basic;Optimization;Nonlinear Optimization
0;Basic;Optimization;Nonlinear Optimization
1;Basic;Optimization;Nonlinear Optimization
1;Basic;Optimization;Nonlinear Optimization
1;Basic;Optimization;Nonlinear Optimization
0;Basic;Optimization;Nonlinear Optimization
0;Basic;Optimization;Nonlinear Optimization
1;Basic;Optimization;Nonlinear Optimization
0;Basic;Optimization;Nonlinear Optimization
0;Basic;Optimization;Nonlinear Optimization
1;Basic;Optimization;Nonlinear Optimization
1;Basic;Optimization;Nonlinear Optimization
1;Basic;Optimization;Nonlinear Optimization
0;Basic;Optimization;Nonlinear Optimization
0;Basic;Optimization;Nonlinear Optimization
1;Basic;Optimization;Linear Optimization
0;Basic;Optimization;Linear Optimization
1;Advanced;Differentiation;Partial Differentiation
1;Basic;Differentiation;Partial Differentiation
0;Basic;Differentiation;Partial Differentiation
1;Basic;Differentiation;Partial Differentiation
0;Basic;Complex Numbers;Complex Numbers
0;Basic;Complex Numbers;Complex Numbers
1;Basic;Complex Numbers;Complex Numbers
0;Basic;Complex Numbers;Complex Numbers
1;Basic;Optimization;Nonlinear Optimization
1;Basic;Optimization;Nonlinear Optimization
0;Basic;Optimization;Nonlinear Optimization
0;Basic;Optimization;Nonlinear Optimization
0;Basic;Optimization;Nonlinear Optimization
0;Basic;Optimization;Nonlinear Optimization
1;Advanced;Complex Numbers;Complex Numbers
1;Advanced;Complex Numbers;Complex Numbers
0;Advanced;Complex Numbers;Complex Numbers
1;Basic;Complex Numbers;Complex Numbers
0;Basic;Complex Numbers;Complex Numbers
0;Basic;Complex Numbers;Complex Numbers
0;Basic;Complex Numbers;Complex Numbers
1;Basic;Complex Numbers;Complex Numbers
1;Basic;Complex Numbers;Complex Numbers
0;Basic;Complex Numbers;Complex Numbers
1;Basic;Differentiation;Partial Differentiation
1;Advanced;Differentiation;Partial Differentiation
0;Advanced;Differentiation;Partial Differentiation
1;Basic;Differentiation;Partial Differentiation
1;Basic;Differentiation;Partial Differentiation
1;Basic;Differentiation;Partial Differentiation
0;Basic;Differentiation;Partial Differentiation
0;Basic;Differentiation;Partial Differentiation
0;Basic;Differentiation;Partial Differentiation
1;Advanced;Differentiation;Partial Differentiation
1;Advanced;Differentiation;Partial Differentiation
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
1;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
1;Basic;Numerical Methods;Numerical Methods
1;Basic;Numerical Methods;Numerical Methods
1;Basic;Numerical Methods;Numerical Methods
1;Basic;Numerical Methods;Numerical Methods
1;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
1;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
1;Basic;Numerical Methods;Numerical Methods
1;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
1;Basic;Numerical Methods;Numerical Methods
1;Basic;Numerical Methods;Numerical Methods
1;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
1;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
1;Basic;Numerical Methods;Numerical Methods
1;Basic;Numerical Methods;Numerical Methods
1;Basic;Numerical Methods;Numerical Methods
1;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
1;Basic;Numerical Methods;Numerical Methods
1;Basic;Numerical Methods;Numerical Methods
1;Basic;Numerical Methods;Numerical Methods
1;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
1;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
1;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
1;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
1;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
1;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
1;Basic;Numerical Methods;Numerical Methods
1;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
1;Basic;Numerical Methods;Numerical Methods
1;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
1;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
1;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
1;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
1;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
1;Basic;Numerical Methods;Numerical Methods
1;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
0;Basic;Numerical Methods;Numerical Methods
